docs,tokens,step,weights,probe_acc,run,model_size,setting,corpus_type,level,seed,budget_mult,docs_since_window
19770112,238161783,154454,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,15500112
20270080,244185227,158360,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,16000080
20770048,250208384,162266,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,16500048
21270016,256230129,166172,main,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,17000016
21770112,262255153,170079,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,17500112
22270080,268278854,173985,main,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,18000080
22413056,270001051,175102,main_at_snapshot,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,18143056
24903296,300000701,194557,branch,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,20633296
74752,900140,584,main_at_snapshot,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-4195248
83072,1000430,649,branch,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-4186928
168832,2033715,1319,main_at_snapshot,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-4101168
187520,2258949,1465,branch,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-4082480
381312,4592948,2979,main_at_snapshot,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-3888688
423680,5103645,3310,branch,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-3846320
861056,10373455,6727,main_at_snapshot,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-3408944
956672,11525473,7474,branch,0.0015,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-3313328
1944832,23428800,15194,main_at_snapshot,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-2325168
2161024,26032537,16883,branch,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,-2108976
4270080,51441823,33360,main,1.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,80
4392832,52920047,34319,main_at_snapshot,0.933,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,122832
4881024,58800005,38133,branch,0.897,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,611024
4770048,57462823,37266,main,0.3025,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,500048
5270016,63485257,41172,main,0.074,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,1000016
5770112,69509630,45079,main,0.02,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,1500112
6270080,75533834,48985,main,0.015,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,2000080
6770048,81556908,52891,main,0.0075,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,2500048
7270016,87580061,56797,main,0.004,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,3000016
7770112,93604945,60704,main,0.003,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,3500112
8270080,99626419,64610,main,0.0025,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,4000080
8770048,105649694,68516,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,4500048
9270016,111673829,72422,main,0.002,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,5000016
9770112,117699895,76329,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,5500112
9922432,119533906,77519,main_at_snapshot,0.0025,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,5652432
11024896,132816016,86132,branch,0.0035,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,6754896
10270080,123722908,80235,main,0.0015,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,6000080
10770048,129745394,84141,main,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,6500048
11270016,135768183,88047,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,7000016
11770112,141795388,91954,main,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,7500112
12270080,147817097,95860,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,8000080
12770048,153840300,99766,main,0.0015,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,8500048
13270016,159864303,103672,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,9000016
13770112,165889300,107579,main,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,9500112
14270080,171911056,111485,main,0.002,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,10000080
14770048,177932632,115391,main,0.002,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,10500048
15270016,183954954,119297,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,11000016
15770112,189978368,123204,main,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,11500112
16270080,196001490,127110,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,12000080
16770048,202025371,131016,main,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,12500048
17270016,208048775,134922,main,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,13000016
17770112,214072525,138829,main,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,13500112
18270080,220093947,142735,main,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,14000080
18770048,226114575,146641,main,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,14500048
19270016,232137103,150547,main,0.0005,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,15000016
19770112,238161783,154454,main,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,15500112
20270080,244185227,158360,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,16000080
20770048,250208384,162266,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,16500048
21270016,256230129,166172,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,17000016
21770112,262255153,170079,main,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,17500112
22270080,268278854,173985,main,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,18000080
22413056,270001051,175102,main_at_snapshot,0.001,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,18143056
24903296,300000701,194557,branch,0.0,CURATEDF_seed3_M_base,M,base,CURATED,100,3,1,20633296
74752,900140,584,main_at_snapshot,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-4195248
83072,1000430,649,branch,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-4186928
168832,2033715,1319,main_at_snapshot,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-4101168
187520,2258949,1465,branch,0.001,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-4082480
381312,4592948,2979,main_at_snapshot,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-3888688
423680,5103645,3310,branch,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-3846320
861056,10373455,6727,main_at_snapshot,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-3408944
956672,11525473,7474,branch,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-3313328
1944832,23428800,15194,main_at_snapshot,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-2325168
2161024,26032537,16883,branch,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,-2108976
4270080,51441823,33360,main,0.921,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,80
4392832,52920047,34319,main_at_snapshot,0.0245,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,122832
4881024,58800005,38133,branch,0.008,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,611024
4770048,57462823,37266,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,500048
5270016,63485257,41172,main,0.002,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,1000016
5770112,69509630,45079,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,1500112
6270080,75533834,48985,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,2000080
6770048,81556908,52891,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,2500048
7270016,87580061,56797,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,3000016
7770112,93604945,60704,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,3500112
8270080,99626419,64610,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,4000080
8770048,105649694,68516,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,4500048
9270016,111673829,72422,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,5000016
9770112,117699895,76329,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,5500112
9922432,119533906,77519,main_at_snapshot,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,5652432
11024896,132816016,86132,branch,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,6754896
10270080,123722908,80235,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,6000080
10770048,129745394,84141,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,6500048
11270016,135768183,88047,main,0.001,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,7000016
11770112,141795388,91954,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,7500112
12270080,147817097,95860,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,8000080
12770048,153840300,99766,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,8500048
13270016,159864303,103672,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,9000016
13770112,165889300,107579,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,9500112
14270080,171911056,111485,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,10000080
14770048,177932632,115391,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,10500048
15270016,183954954,119297,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,11000016
15770112,189978368,123204,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,11500112
16270080,196001490,127110,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,12000080
16770048,202025371,131016,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,12500048
17270016,208048775,134922,main,0.001,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,13000016
17770112,214072525,138829,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,13500112
18270080,220093947,142735,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,14000080
18770048,226114575,146641,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,14500048
19270016,232137103,150547,main,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,15000016
19770112,238161783,154454,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,15500112
20270080,244185227,158360,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,16000080
20770048,250208384,162266,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,16500048
21270016,256230129,166172,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,17000016
21770112,262255153,170079,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,17500112
22270080,268278854,173985,main,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,18000080
22413056,270001051,175102,main_at_snapshot,0.0,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,18143056
24903296,300000701,194557,branch,0.0005,CURATEDF_seed3_S_base,S,base,CURATED,300,3,1,20633296
74752,900546,584,main_at_snapshot,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-4195248
83072,1000779,649,branch,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-4186928
168832,2033947,1319,main_at_snapshot,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-4101168
187520,2259126,1465,branch,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-4082480
381184,4592319,2978,main_at_snapshot,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-3888816
423552,5102755,3309,branch,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-3846448
860928,10372200,6726,main_at_snapshot,0.001,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-3409072
956672,11525560,7474,branch,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-3313328
1945088,23429524,15196,main_at_snapshot,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-2324912
2161024,26031875,16883,branch,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,-2108976
4270080,51434828,33360,main,0.9995,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,80
4393472,52920897,34324,main_at_snapshot,0.9905,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,123472
4881536,58800588,38137,branch,0.994,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,611536
4770048,57457620,37266,main,0.6805,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,500048
5270016,63480795,41172,main,0.223,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,1000016
5770112,69504897,45079,main,0.0605,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,1500112
6270080,75528246,48985,main,0.031,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,2000080
6770048,81551775,52891,main,0.0165,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,2500048
7270016,87574703,56797,main,0.0145,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,3000016
7770112,93601012,60704,main,0.0055,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,3500112
8270080,99623678,64610,main,0.0035,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,4000080
8770048,105648323,68516,main,0.003,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,4500048
9270016,111671042,72422,main,0.002,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,5000016
9770112,117694172,76329,main,0.0025,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,5500112
9922816,119534059,77522,main_at_snapshot,0.0035,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,5652816
11025408,132815653,86136,branch,0.005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,6755408
10270080,123716978,80235,main,0.0025,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,6000080
10770048,129740447,84141,main,0.003,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,6500048
11270016,135762687,88047,main,0.0015,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,7000016
11770112,141786438,91954,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,7500112
12270080,147810901,95860,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,8000080
12770048,153834723,99766,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,8500048
13270016,159856751,103672,main,0.0015,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,9000016
13770112,165881515,107579,main,0.002,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,9500112
14270080,171906186,111485,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,10000080
14770048,177928740,115391,main,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,10500048
15270016,183952117,119297,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,11000016
15770112,189976426,123204,main,0.002,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,11500112
16270080,195998541,127110,main,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,12000080
16770048,202023302,131016,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,12500048
17270016,208046964,134922,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,13000016
17770112,214072338,138829,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,13500112
18270080,220095730,142735,main,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,14000080
18770048,226119964,146641,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,14500048
19270016,232142018,150547,main,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,15000016
19770112,238166709,154454,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,15500112
20270080,244189759,158360,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,16000080
20770048,250213763,162266,main,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,16500048
21270016,256238606,166172,main,0.0,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,17000016
21770112,262261370,170079,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,17500112
22270080,268284072,173985,main,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,18000080
22412672,270001027,175099,main_at_snapshot,0.0005,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,18142672
24903040,300000974,194555,branch,0.001,CURATEDF_seed4_L_base,L,base,CURATED,30,4,1,20633040
74752,900546,584,main_at_snapshot,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-4195248
83072,1000779,649,branch,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-4186928
168832,2033947,1319,main_at_snapshot,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-4101168
187520,2259126,1465,branch,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-4082480
381184,4592319,2978,main_at_snapshot,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-3888816
423552,5102755,3309,branch,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-3846448
860928,10372200,6726,main_at_snapshot,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-3409072
956672,11525560,7474,branch,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-3313328
1945088,23429524,15196,main_at_snapshot,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-2324912
2161024,26031875,16883,branch,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,-2108976
4270080,51434828,33360,main,0.9985,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,80
4393472,52920897,34324,main_at_snapshot,0.9465,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,123472
4881536,58800588,38137,branch,0.892,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,611536
4770048,57457620,37266,main,0.319,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,500048
5270016,63480795,41172,main,0.069,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,1000016
5770112,69504897,45079,main,0.029,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,1500112
6270080,75528246,48985,main,0.0135,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,2000080
6770048,81551775,52891,main,0.0105,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,2500048
7270016,87574703,56797,main,0.0045,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,3000016
7770112,93601012,60704,main,0.003,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,3500112
8270080,99623678,64610,main,0.002,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,4000080
8770048,105648323,68516,main,0.002,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,4500048
9270016,111671042,72422,main,0.0015,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,5000016
9770112,117694172,76329,main,0.0015,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,5500112
9922816,119534059,77522,main_at_snapshot,0.0035,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,5652816
11025408,132815653,86136,branch,0.004,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,6755408
10270080,123716978,80235,main,0.0025,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,6000080
10770048,129740447,84141,main,0.001,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,6500048
11270016,135762687,88047,main,0.001,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,7000016
11770112,141786438,91954,main,0.002,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,7500112
12270080,147810901,95860,main,0.0035,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,8000080
12770048,153834723,99766,main,0.0015,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,8500048
13270016,159856751,103672,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,9000016
13770112,165881515,107579,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,9500112
14270080,171906186,111485,main,0.001,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,10000080
14770048,177928740,115391,main,0.0015,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,10500048
15270016,183952117,119297,main,0.001,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,11000016
15770112,189976426,123204,main,0.001,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,11500112
16270080,195998541,127110,main,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,12000080
16770048,202023302,131016,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,12500048
17270016,208046964,134922,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,13000016
17770112,214072338,138829,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,13500112
18270080,220095730,142735,main,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,14000080
18770048,226119964,146641,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,14500048
19270016,232142018,150547,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,15000016
19770112,238166709,154454,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,15500112
20270080,244189759,158360,main,0.001,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,16000080
20770048,250213763,162266,main,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,16500048
21270016,256238606,166172,main,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,17000016
21770112,262261370,170079,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,17500112
22270080,268284072,173985,main,0.0005,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,18000080
22412672,270001027,175099,main_at_snapshot,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,18142672
24903040,300000974,194555,branch,0.0,CURATEDF_seed4_M_base,M,base,CURATED,100,4,1,20633040
74752,900546,584,main_at_snapshot,0.0005,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-4195248
83072,1000779,649,branch,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-4186928
168832,2033947,1319,main_at_snapshot,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-4101168
187520,2259126,1465,branch,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-4082480
381184,4592319,2978,main_at_snapshot,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-3888816
423552,5102755,3309,branch,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-3846448
860928,10372200,6726,main_at_snapshot,0.001,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-3409072
956672,11525560,7474,branch,0.001,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-3313328
1945088,23429524,15196,main_at_snapshot,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-2324912
2161024,26031875,16883,branch,0.0005,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,-2108976
4270080,51434828,33360,main,0.918,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,80
4393472,52920897,34324,main_at_snapshot,0.0215,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,123472
4881536,58800588,38137,branch,0.0125,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,611536
4770048,57457620,37266,main,0.0005,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,500048
5270016,63480795,41172,main,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,1000016
5770112,69504897,45079,main,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,1500112
6270080,75528246,48985,main,0.0,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,2000080
6770048,81551775,52891,main,0.0005,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,2500048
7270016,87574703,56797,main,0.0005,CURATEDF_seed4_S_base,S,base,CURATED,300,4,1,3000016
